type,title,season,episode,duration,genre,date
series,Star Trek,Discovery,Season 1: The Butcher's Knife Cares Not for the Lamb's Cry,50,Sci-Fi & Fantasy,3/11/19
series,Star Trek,Discovery,Season 1: Context Is for Kings,50,Sci-Fi & Fantasy,3/10/19
series,Star Trek,Discovery,Season 1: Battle at the Binary Stars,50,Sci-Fi & Fantasy,3/10/19
series,Manhunt,Unabomber,UNABOM,42,Crime,3/10/19
series,Travelers,Season 3,Perrow,45,Drama,3/10/19
series,The Umbrella Academy,Season 1,The White Violin,55,Action & Adventure,3/9/19
series,The Umbrella Academy,Season 1,Changes,55,Action & Adventure,3/9/19
series,The Umbrella Academy,Season 1,I Heard a Rumor,55,Action & Adventure,3/8/19
series,The Umbrella Academy,Season 1,The Day That Was,55,Action & Adventure,3/8/19
series,The Umbrella Academy,Season 1,The Day That Wasn't,55,Action & Adventure,3/8/19
series,The Umbrella Academy,Season 1,Number Five,55,Action & Adventure,3/7/19
series,The Umbrella Academy,Season 1,Man on the Moon,55,Action & Adventure,3/7/19
series,The Umbrella Academy,Season 1,Extra Ordinary,55,Action & Adventure,3/6/19
series,The Umbrella Academy,Season 1,Run Boy Run,55,Action & Adventure,3/6/19
series,The Umbrella Academy,Season 1,We Only See Each Other at Weddings and Funerals,55,Action & Adventure,3/5/19
series,The World's Most Extraordinary Homes,Season 2 Part B,Spain,60,Documentary,3/5/19
series,Nightflyers,Season 1,All That We Have Found,45,Sci-Fi & Fantasy,3/4/19
series,Nightflyers,Season 1,Icarus,45,Sci-Fi & Fantasy,3/4/19
series,Nightflyers,Season 1,Rebirth,45,Sci-Fi & Fantasy,3/4/19
series,Nightflyers,Season 1,Transmission,45,Sci-Fi & Fantasy,2/25/19
series,Nightflyers,Season 1,The Sacred Gift,45,Sci-Fi & Fantasy,2/23/19
series,Nightflyers,Season 1,Greywing,45,Sci-Fi & Fantasy,2/22/19
series,Nightflyers,Season 1,White Rabbit,45,Sci-Fi & Fantasy,2/22/19
series,Nightflyers,Season 1,The Abyss Stares Back,45,Sci-Fi & Fantasy,2/21/19
series,Nightflyers,Season 1,Torches and Pitchforks,45,Sci-Fi & Fantasy,2/21/19
series,Nightflyers,Season 1,All That We Left Behind,45,Sci-Fi & Fantasy,2/20/19
series,Russian Doll,Season 1,Nothing in This World Is Easy,30,Comedy,2/11/19
series,One Strange Rock,Season 1,Genesis,47,Documentary,2/11/19
series,One Strange Rock,Season 1,Shield,47,Documentary,2/11/19
series,One Strange Rock,Season 1,Storm,47,Documentary,2/11/19
series,One Strange Rock,Season 1,Gasp,47,Documentary,2/10/19
movie,Concussion,,,96,Drama,2/9/19
movie,Tomorrowland,,,130,Adventure,2/4/19
movie,IO,,,96,Science Fiction,1/31/19
movie,NOVA: Inside Einstein's Mind,,,53,Documentary,1/29/19
series,Conversations with a Killer,The Ted Bundy Tapes,Limited Series: Not My Turn to Watch Him,15,Documentary,1/25/19
series,Conversations with a Killer,The Ted Bundy Tapes,Limited Series: One of Us,15,Documentary,1/25/19
series,Conversations with a Killer,The Ted Bundy Tapes,Limited Series: Handsome Devil,15,Documentary,1/25/19
movie,FYRE: The Greatest Party That Never Happened,,,98,Documentary,1/24/19
movie,Unbreakable,,,106,Thriller,1/24/19
series,Sex Education,Season 1,Episode 8,50,Comedy,1/20/19
series,Sex Education,Season 1,Episode 7,50,Comedy,1/20/19
series,Sex Education,Season 1,Episode 6,50,Comedy,1/20/19
series,Sex Education,Season 1,Episode 5,50,Comedy,1/19/19
series,Sex Education,Season 1,Episode 4,50,Comedy,1/19/19
series,Sex Education,Season 1,Episode 3,50,Comedy,1/18/19
series,Sex Education,Season 1,Episode 2,50,Comedy,1/18/19
series,Sex Education,Season 1,Episode 1,50,Comedy,1/18/19
series,Explained,Season 1,Extraterrestrial Life,22,Documentary,1/17/19
movie,Sebastian Maniscalco: Stay Hungry,,,65,Comedy,1/17/19
series,Black Mirror,Season 3,Men Against Fire,60,Sci-Fi & Fantasy,1/15/19
movie,Black Mirror: Bandersnatch,,,90,Science Fiction,1/15/19
series,COMEDIANS of the world,US,Nick Swardson,30,Comedy,1/11/19
series,COMEDIANS of the world,US,Nicole Byer,30,Comedy,1/11/19
series,COMEDIANS of the world,US,Chris D'Elia,30,Comedy,1/11/19
series,COMEDIANS of the world,US,Neal Brennan,30,Comedy,1/11/19
series,COMEDIANS of the world,Mexico,Gaby Llanas,30,Comedy,1/11/19
series,COMEDIANS of the world,Mexico,Hugo El Cojo Feliz,30,Comedy,1/11/19
series,COMEDIANS of the world,Mexico,Franco Escamilla,30,Comedy,1/11/19
series,Ellen DeGeneres,Relatable,Special: Relatable,45,Comedy,1/8/19
series,You,Season 1,Bluebeard's Castle,46,Mystery,1/7/19
series,You,Season 1,Candace,46,Mystery,1/7/19
series,You,Season 1,"You Got Me, Babe",46,Mystery,1/6/19
series,You,Season 1,Everythingship,46,Mystery,1/6/19
movie,Bird Box,,,124,Thriller,1/4/19
series,You,Season 1,Amour Fou,46,Mystery,12/29/18
series,You,Season 1,Living with the Enemy,46,Mystery,12/29/18
series,You,Season 1,The Captain,46,Mystery,12/29/18
series,You,Season 1,Maybe,46,Mystery,12/29/18
series,You,Season 1,The Last Nice Guy in New York,46,Mystery,12/29/18
series,You,Season 1,Pilot,46,Mystery,12/29/18
movie,The Last Man on the Moon,,,99,Documentary,12/26/18
movie,The Most Unknown,,,92,Documentary,12/25/18
movie,Copycat,,,124,Thriller,12/25/18
movie,Seven,,,132,Adventure,12/25/18
movie,The Village,,,108,Drama,12/25/18
movie,How to Make Love Like an Englishman,,,99,Comedy,12/25/18
series,The Good Place,Season 3,A Fractured Inheritance,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 3,The Ballad of Donkey Doug,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 3,Jeremy Bearimy,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 3,The Snowplow,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 3,The Brainy Bunch,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 3,Everything is Bonzer,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 2,Somewhere Else,22,Sci-Fi & Fantasy,12/14/18
series,The Good Place,Season 2,The Burrito,22,Sci-Fi & Fantasy,12/14/18
movie,The Discovery,,,102,Drama,12/13/18
series,The Good Place,Season 2,"Rhonda, Diana, Jake, and Trent",22,Sci-Fi & Fantasy,12/11/18
series,The Good Place,Season 2,Best Self,22,Sci-Fi & Fantasy,12/11/18
series,The Good Place,Season 2,Leap to Faith,22,Sci-Fi & Fantasy,12/11/18
movie,OtherLife,,,96,Science Fiction,12/4/18
movie,Approaching the Unknown,,,90,Thriller,12/4/18
series,Rick and Morty,Season 3,The Rickchurian Mortydate,22,Comedy,12/4/18
movie,Cam,,,182,Family,12/1/18
series,Fargo,Season 1,The Crocodile's Dilemma,50,Crime,11/29/18
movie,The Ballad of Buster Scruggs,,,132,Comedy,11/25/18
series,Peaky Blinders,Season 4,The Duel,60,Drama,11/16/18
series,Peaky Blinders,Season 4,Dangerous,60,Drama,11/15/18
series,Peaky Blinders,Season 4,Blackbird,60,Drama,11/14/18
series,Peaky Blinders,Season 4,Heathens,60,Drama,11/14/18
series,Final Space,Season 1,Chapter Ten,22,Action & Adventure,11/14/18
series,Final Space,Season 1,Chapter Nine,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Eight,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Seven,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Six,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Five,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Four,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Three,22,Action & Adventure,11/13/18
series,Final Space,Season 1,Chapter Two,22,Action & Adventure,11/12/18
series,Final Space,Season 1,Chapter One,22,Action & Adventure,11/12/18
series,Peaky Blinders,Season 4,The Noose,60,Drama,10/29/18
series,Peaky Blinders,Season 3,Episode 6,60,Drama,10/28/18
series,Peaky Blinders,Season 3,Episode 5,60,Drama,10/28/18
series,Peaky Blinders,Season 3,Episode 4,60,Drama,10/28/18
series,Peaky Blinders,Season 3,Episode 3,60,Drama,10/28/18
series,Peaky Blinders,Season 3,Episode 2,60,Drama,10/27/18
series,Peaky Blinders,Season 3,Episode 1,60,Drama,10/27/18
series,Peaky Blinders,Season 2,Episode 6,60,Drama,10/26/18
series,Peaky Blinders,Season 2,Episode 5,60,Drama,10/26/18
series,Peaky Blinders,Season 2,Episode 4,60,Drama,10/26/18
series,Peaky Blinders,Season 2,Episode 3,60,Drama,10/26/18
series,Peaky Blinders,Season 2,Episode 2,60,Drama,10/26/18
series,Peaky Blinders,Season 2,Episode 1,60,Drama,10/25/18
series,Peaky Blinders,Season 1,Episode 6,60,Drama,10/25/18
series,Peaky Blinders,Season 1,Episode 5,60,Drama,10/25/18
series,Peaky Blinders,Season 1,Episode 4,60,Drama,10/24/18
series,Peaky Blinders,Season 1,Episode 3,60,Drama,10/23/18
movie,Year One,,,97,Comedy,10/13/18
series,Lost in Space,Season 1,Impact,56,Sci-Fi & Fantasy,10/13/18
series,Norsemen,Season 1,The Homecoming,30,Comedy,10/11/18
series,Elite,Season 1,Assilah,60,Crime,10/11/18
series,Elite,Season 1,Everything Explodes,60,Crime,10/10/18
series,Elite,Season 1,Everything Will Be Okay,60,Crime,10/10/18
series,Elite,Season 1,Everyone Lies,60,Crime,10/9/18
series,Elite,Season 1,Love is a Drug,60,Crime,10/9/18
series,Elite,Season 1,Saturday Night,60,Crime,10/8/18
series,Elite,Season 1,Desire,60,Crime,10/7/18
series,Elite,Season 1,Welcome,60,Crime,10/7/18
series,Maniac,Limited Series,The Lake of the Clouds,40,Comedy,10/5/18
series,Maniac,Limited Series,Ceci N'est Pas Une Drill,40,Comedy,10/5/18
series,Maniac,Limited Series,Larger Structural Issues,40,Comedy,10/5/18
series,Maniac,Limited Series,Exactly Like You,40,Comedy,10/5/18
series,Maniac,Limited Series,Furs by Sebastian,40,Comedy,10/4/18
series,Maniac,Limited Series,Having a Day,40,Comedy,10/2/18
series,Maniac,Limited Series,Windmills,40,Comedy,10/2/18
series,Once Upon a Time,Season 4,A Tale of Two Sisters,43,Drama,10/1/18
series,Maniac,Limited Series,The Chosen One!,40,Comedy,10/1/18
series,Disenchantment,Part 1,To Thine Own Elf Be True,30,Comedy,9/1/18
series,Disenchantment,Part 1,The Limits of Immortality,30,Comedy,9/1/18
series,Disenchantment,Part 1,Love's Tender Rampage,30,Comedy,9/1/18
series,Disenchantment,Part 1,Swamp and Circumstance,30,Comedy,9/1/18
series,Disenchantment,Part 1,"Faster, Princess! Kill! Kill!",30,Comedy,9/1/18
series,Disenchantment,Part 1,Castle Party Massacre,30,Comedy,9/1/18
series,Disenchantment,Part 1,The Princess of Darkness,30,Comedy,8/31/18
series,Disenchantment,Part 1,For Whom the Pig Oinks,30,Comedy,8/30/18
series,Disenchantment,Part 1,"A Princess, an Elf, and a Demon Walk Into a Bar",30,Comedy,8/29/18
series,Naruto Shippuden,Season 5,Shattered Promise,25,Action & Adventure,7/14/18
series,Naruto,Season 1,Enter: Naruto Uzumaki!,25,Action & Adventure,7/14/18
movie,TAU,,,97,Science Fiction,7/13/18
series,Shooter,Season 3,Sins of the Father,42,Action & Adventure,7/12/18
series,Shooter,Season 3,Red Meat,42,Action & Adventure,7/12/18
series,Shooter,Season 1,Musa Qala,42,Action & Adventure,7/12/18
series,Shooter,Season 3,Backroads,42,Action & Adventure,7/11/18
series,How to Get Away With Murder,Season 3,Wes,43,Crime,7/9/18
series,How to Get Away With Murder,Season 3,He Made a Terrible Mistake,43,Crime,7/9/18
series,How to Get Away With Murder,Season 3,It's War,43,Crime,7/8/18
series,How to Get Away With Murder,Season 3,Go Cry Somewhere Else,43,Crime,7/7/18
series,How to Get Away With Murder,Season 3,Not Everything's About Annalise,43,Crime,7/6/18
series,How to Get Away With Murder,Season 3,We're Bad People,43,Crime,7/5/18
series,How to Get Away With Murder,Season 3,Who's Dead?,43,Crime,7/5/18
series,How to Get Away With Murder,Season 3,No More Blood,43,Crime,7/4/18
series,How to Get Away With Murder,Season 3,Call It Mother's Intuition,43,Crime,7/4/18
series,How to Get Away With Murder,Season 3,Is Someone Really Dead?,43,Crime,7/3/18
series,How to Get Away With Murder,Season 3,It's About Frank,43,Crime,7/2/18
series,How to Get Away With Murder,Season 3,Don't Tell Annalise,43,Crime,7/2/18
series,How to Get Away With Murder,Season 3,Always Bet Black,43,Crime,7/1/18
series,How to Get Away With Murder,Season 3,There Are Worse Things Than Murder,43,Crime,7/1/18
series,How to Get Away With Murder,Season 3,We're Good People Now,43,Crime,6/30/18
series,How to Get Away With Murder,Season 2,Anna Mae,43,Crime,6/30/18
series,How to Get Away With Murder,Season 2,There's My Baby,43,Crime,6/29/18
series,How to Get Away With Murder,Season 2,Something Bad Happened,43,Crime,6/29/18
series,How to Get Away With Murder,Season 2,It's a Trap,43,Crime,6/28/18
series,How to Get Away With Murder,Season 2,She Hates Us,43,Crime,6/28/18
series,How to Get Away With Murder,Season 2,"What Happened to You, Annalise?",43,Crime,6/28/18
series,How to Get Away With Murder,Season 2,What Did We Do?,43,Crime,6/27/18
series,How to Get Away With Murder,Season 2,"Hi, I'm Philip",43,Crime,6/27/18
series,How to Get Away With Murder,Season 2,I Want You to Die,43,Crime,6/26/18
series,How to Get Away With Murder,Season 2,"Two Birds, One Millstone",43,Crime,6/25/18
series,How to Get Away With Murder,Season 2,Meet Bonnie,43,Crime,6/25/18
series,How to Get Away With Murder,Season 2,Skanks Get Shanked,43,Crime,6/24/18
series,How to Get Away With Murder,Season 2,It's Called the Octopus,43,Crime,6/24/18
series,How to Get Away With Murder,Season 2,She's Dying,43,Crime,6/23/18
series,How to Get Away With Murder,Season 2,It's Time to Move On,43,Crime,6/22/18
series,How to Get Away With Murder,Season 1,It's All My Fault,43,Crime,6/22/18
series,How to Get Away With Murder,Season 1,The Night Lila Died,43,Crime,6/22/18
series,How to Get Away With Murder,Season 1,Mama's Here Now,43,Crime,6/22/18
series,How to Get Away With Murder,Season 1,She's a Murderer,43,Crime,6/21/18
series,How to Get Away With Murder,Season 1,Best Christmas Ever,43,Crime,6/21/18
series,How to Get Away With Murder,Season 1,Hello Raskolnikov,43,Crime,6/20/18
series,How to Get Away With Murder,Season 1,"Kill Me, Kill Me, Kill Me",43,Crime,6/20/18
series,How to Get Away With Murder,Season 1,He Has a Wife,43,Crime,6/20/18
series,How to Get Away With Murder,Season 1,He Deserved to Die,43,Crime,6/19/18
series,How to Get Away With Murder,Season 1,Freakin' Whack-a-Mole,43,Crime,6/18/18
series,How to Get Away With Murder,Season 1,We're Not Friends,43,Crime,6/18/18
series,How to Get Away With Murder,Season 1,Let's Get to Scooping,43,Crime,6/18/18
series,How to Get Away With Murder,Season 1,"Smile, or Go to Jail",43,Crime,6/15/18
series,How to Get Away With Murder,Season 1,It's All Her Fault,43,Crime,6/15/18
series,How to Get Away With Murder,Season 1,Pilot,43,Crime,6/15/18
series,Sense8,Season 2,Amor Vincit Omnia,60,Sci-Fi & Fantasy,6/14/18
series,The Fall,Season 1,Dark Descent,23,Action & Adventure,6/10/18
series,The Fall,Season 1,Darkness Visible,23,Action & Adventure,6/10/18
series,The Sinner,Season 1,Cora: Part VIII,45,Crime,6/6/18
series,The Sinner,Season 1,Cora: Part VII,45,Crime,6/6/18
series,The Sinner,Season 1,Cora: Part VI,45,Crime,6/6/18
series,The Sinner,Season 1,Cora: Part V,45,Crime,6/6/18
series,The Sinner,Season 1,Cora: Part IV,45,Crime,6/5/18
series,The Sinner,Season 1,Cora: Part III,45,Crime,6/5/18
series,The Alienist,Castle in the Sky,:,48,Drama,6/3/18
series,The Alienist,Requiem,:,48,Drama,6/3/18
series,Sherlock,Series 2,The Hounds of Baskerville,90,Crime,6/3/18
series,The Alienist,,: Psychopathia Sexualis,48,Drama,6/3/18
series,The Alienist,,: Many Sainted Men,48,Drama,6/3/18
series,The Alienist,,: Ascension,48,Drama,6/2/18
series,The Alienist,,: Hildebrandt’s Starling,48,Drama,6/1/18
series,The Alienist,,: These Bloody Thoughts,48,Drama,6/1/18
series,The Alienist,,: Silver Smile,48,Drama,6/1/18
series,The Alienist,,: A Fruitful Partnership,48,Drama,5/29/18
series,The Alienist,,: The Boy on the Bridge,48,Drama,5/29/18
movie,Toc Toc,,,90,Comedy,5/27/18
series,Designated Survivor,Season 2,Run,42,Drama,5/27/18
movie,Zodiac,,,157,Crime,5/26/18
movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,,,74,Comedy,5/26/18
movie,Shutter Island,,,138,Drama,5/26/18
series,The Rain,Season 1,Stay Inside,45,Sci-Fi & Fantasy,5/26/18
series,Evil Genius,the True Story of America's Most Diabolical Bank Heist,Season 1: Part 3: The Suspects,48,Documentary,5/23/18
series,Evil Genius,the True Story of America's Most Diabolical Bank Heist,Season 1: Part 4: The Confessions,48,Documentary,5/23/18
series,13 Reasons Why,Beyond the Reasons,Season 2: Beyond the Reasons Season 2,57,Drama,5/23/18
series,13 Reasons Why,Season 2,Bye,57,Drama,5/22/18
series,13 Reasons Why,Season 2,The Box of Polaroids,57,Drama,5/22/18
series,13 Reasons Why,Season 2,Bryce and Chloe,57,Drama,5/22/18
series,13 Reasons Why,Season 2,"Smile, Bitches",57,Drama,5/22/18
series,13 Reasons Why,Season 2,The Missing Page,57,Drama,5/21/18
series,13 Reasons Why,Season 2,The Little Girl,57,Drama,5/21/18
series,13 Reasons Why,Season 2,The Third Polaroid,57,Drama,5/21/18
series,13 Reasons Why,Season 2,The Smile at the End of the Dock,57,Drama,5/20/18
series,Designated Survivor,Season 2,Target,42,Drama,5/20/18
series,13 Reasons Why,Season 2,The Chalk Machine,57,Drama,5/19/18
series,13 Reasons Why,Season 2,The Second Polaroid,57,Drama,5/19/18
series,13 Reasons Why,Season 2,The Drunk Slut,57,Drama,5/19/18
series,13 Reasons Why,Season 2,Two Girls Kissing,57,Drama,5/19/18
series,13 Reasons Why,Season 2,The First Polaroid,57,Drama,5/18/18
series,Criminal Minds,Season 11,Outlaw,42,Crime,5/17/18
series,Criminal Minds,Season 11,'Til Death Do Us Part,42,Crime,5/16/18
series,Criminal Minds,Season 11,The Witness,42,Crime,5/16/18
series,Criminal Minds,Season 11,The Job,42,Crime,5/16/18
series,Evil Genius,the True Story of America's Most Diabolical Bank Heist,Season 1: Part 2: The Frozen Body,48,Documentary,5/16/18
series,Evil Genius,the True Story of America's Most Diabolical Bank Heist,Season 1: Part 1: The Heist,48,Documentary,5/15/18
series,Safe,Season 1,Episode 2,45,Drama,5/13/18
series,Safe,Season 1,Episode 1,45,Drama,5/13/18
movie,The Titan,,,97,Science Fiction,5/13/18
series,Shadowhunters,The Mortal Instruments,Season 1: The Mortal Cup,42,Action & Adventure,5/13/18
movie,Unlocked,,,98,Action,5/12/18
series,Bill Nye Saves the World,Season 3,Surviving in a World Without Water,30,Comedy,5/12/18
series,Bill Nye Saves the World,Season 3,Cheating Death,30,Comedy,5/12/18
series,Designated Survivor,Season 2,Bad Reception,42,Drama,5/12/18
series,Manhunt,Unabomber,USA vs. Theodore J. Kaczynski,42,Crime,5/11/18
series,Manhunt,Unabomber,Lincoln,42,Crime,5/11/18
series,Manhunt,Unabomber,Ted,42,Crime,5/9/18
series,Manhunt,Unabomber,Abri,42,Crime,5/9/18
series,Manhunt,Unabomber,Publish or Perish,42,Crime,5/9/18
series,Manhunt,Unabomber,Fruit of the Poisonous Tree,42,Crime,5/9/18
series,Manhunt,Unabomber,Pure Wudder,42,Crime,5/9/18
movie,Anon,,,100,Science Fiction,5/7/18
series,Happy!,Season 1,I Am the Future,22,Comedy,5/6/18
series,Happy!,Season 1,Destroyer of Worlds,22,Comedy,5/6/18
series,Happy!,Season 1,The Scrapyard of Childish Things,22,Comedy,5/6/18
series,Happy!,Season 1,White Sauce? Hot Sauce?,22,Comedy,5/5/18
series,Designated Survivor,Season 2,Capacity,42,Drama,5/5/18
series,Happy!,Season 1,Year of the Horse,22,Comedy,5/3/18
series,Happy!,Season 1,When Christmas Was Christmas,22,Comedy,5/3/18
series,Happy!,Season 1,What Smiles Are For,22,Comedy,5/3/18
series,Happy!,Season 1,Saint Nick,22,Comedy,5/3/18
movie,Orbiter 9,,,95,Drama,5/2/18
movie,Gad Gone Wild,,,57,Comedy,5/1/18
series,Designated Survivor,Season 2,Kirkman Agonistes,42,Drama,4/29/18
series,Money Heist,Part 2,Episode 9,70,Crime,4/25/18
series,Money Heist,Part 2,Episode 8,70,Crime,4/24/18
series,Money Heist,Part 2,Episode 7,70,Crime,4/24/18
series,Money Heist,Part 2,Episode 6,70,Crime,4/24/18
series,Money Heist,Part 2,Episode 5,70,Crime,4/23/18
series,Money Heist,Part 2,Episode 4,70,Crime,4/23/18
series,Money Heist,Part 2,Episode 3,70,Crime,4/23/18
series,Money Heist,Part 2,Episode 2,70,Crime,4/23/18
series,Money Heist,Part 2,Episode 1,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 13,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 12,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 11,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 10,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 9,70,Crime,4/22/18
series,Money Heist,Part 1,Episode 8,70,Crime,4/21/18
series,Money Heist,Part 1,Episode 7,70,Crime,4/21/18
series,Designated Survivor,Season 2,Overkill,42,Drama,4/21/18
series,Money Heist,Part 1,Episode 6,70,Crime,4/20/18
series,Money Heist,Part 1,Episode 5,70,Crime,4/20/18
series,Money Heist,Part 1,Episode 4,70,Crime,4/19/18
series,Money Heist,Part 1,Episode 3,70,Crime,4/19/18
series,Money Heist,Part 1,Episode 2,70,Crime,4/19/18
series,Money Heist,Part 1,Episode 1,70,Crime,4/17/18
series,Lost in Space,Season 1,"Danger, Will Robinson",56,Sci-Fi & Fantasy,4/17/18
series,Lost in Space,Season 1,Resurrection,56,Sci-Fi & Fantasy,4/17/18
series,Lost in Space,Season 1,Trajectory,56,Sci-Fi & Fantasy,4/16/18
series,Lost in Space,Season 1,Pressurized,56,Sci-Fi & Fantasy,4/16/18
series,Lost in Space,Season 1,Eulogy,56,Sci-Fi & Fantasy,4/16/18
series,Lost in Space,Season 1,Transmission,56,Sci-Fi & Fantasy,4/16/18
series,Lost in Space,Season 1,The Robinsons Were Here,56,Sci-Fi & Fantasy,4/15/18
series,Lost in Space,Season 1,Infestation,56,Sci-Fi & Fantasy,4/15/18
series,Lost in Space,Season 1,Diamonds In The Sky,56,Sci-Fi & Fantasy,4/15/18
series,Designated Survivor,Season 2,Fallout,42,Drama,4/14/18
series,Breaking Bad,Season 5,Felina,45,Drama,4/13/18
series,Breaking Bad,Season 5,Granite State,45,Drama,4/13/18
series,Breaking Bad,Season 5,Ozymandias,45,Drama,4/12/18
series,Breaking Bad,Season 5,To'hajiilee,45,Drama,4/12/18
series,Breaking Bad,Season 5,Rabid Dog,45,Drama,4/12/18
series,Breaking Bad,Season 5,Confessions,45,Drama,4/11/18
series,Breaking Bad,Season 5,Buried,45,Drama,4/11/18
series,Breaking Bad,Season 5,Blood Money,45,Drama,4/11/18
series,Breaking Bad,Season 5,Gliding Over All,45,Drama,4/10/18
series,Breaking Bad,Season 5,Say My Name,45,Drama,4/10/18
series,Breaking Bad,Season 5,Buyout,45,Drama,4/10/18
series,Breaking Bad,Season 5,Dead Freight,45,Drama,4/10/18
series,Breaking Bad,Season 5,Fifty-One,45,Drama,4/9/18
series,Breaking Bad,Season 4,End Times,45,Drama,4/9/18
series,Breaking Bad,Season 5,Hazard Pay,45,Drama,4/9/18
series,Breaking Bad,Season 5,Madrigal,45,Drama,4/8/18
series,Breaking Bad,Season 5,Live Free Or Die,45,Drama,4/8/18
series,Breaking Bad,Season 4,Face Off,45,Drama,4/7/18
series,Designated Survivor,Season 2,Summit,42,Drama,4/7/18
series,Breaking Bad,Season 4,Crawl Space,45,Drama,4/5/18
series,Breaking Bad,Season 4,Salud,45,Drama,4/5/18
series,Breaking Bad,Season 4,Bug,45,Drama,4/5/18
series,Breaking Bad,Season 4,Hermanos,45,Drama,4/5/18
series,Breaking Bad,Season 4,Problem Dog,45,Drama,4/4/18
series,Breaking Bad,Season 4,Cornered,45,Drama,4/3/18
series,Breaking Bad,Season 4,Shotgun,45,Drama,4/3/18
series,Breaking Bad,Season 4,Bullet Points,45,Drama,4/2/18
series,Breaking Bad,Season 4,Open House,45,Drama,4/2/18
series,Breaking Bad,Season 4,Thirty-Eight Snub,45,Drama,4/2/18
series,Breaking Bad,Season 4,Box Cutter,45,Drama,4/2/18
series,Breaking Bad,Season 3,Full Measure,45,Drama,4/2/18
series,Breaking Bad,Season 3,Half Measures,45,Drama,4/1/18
series,Breaking Bad,Season 3,Abiquiu,45,Drama,4/1/18
series,Breaking Bad,Season 3,Fly,45,Drama,4/1/18
series,Designated Survivor,Season 2,In the Dark,42,Drama,4/1/18
series,Breaking Bad,Season 3,Kafkaesque,45,Drama,3/31/18
series,Breaking Bad,Season 3,I See You,45,Drama,3/31/18
series,Breaking Bad,Season 3,One Minute,45,Drama,3/30/18
series,Breaking Bad,Season 3,Sunset,45,Drama,3/29/18
series,Breaking Bad,Season 3,Mas,45,Drama,3/28/18
series,Breaking Bad,Season 3,Green Light,45,Drama,3/28/18
series,Breaking Bad,Season 3,I.F.T.,45,Drama,3/27/18
series,Breaking Bad,Season 3,Caballo Sin Nombre,45,Drama,3/27/18
series,Breaking Bad,Season 3,No Más,45,Drama,3/27/18
series,Breaking Bad,Season 2,ABQ,45,Drama,3/26/18
series,Breaking Bad,Season 2,Phoenix,45,Drama,3/25/18
series,Breaking Bad,Season 2,Mandala,45,Drama,3/25/18
series,Designated Survivor,Season 2,Original Sin,42,Drama,3/24/18
series,Breaking Bad,Season 2,Over,45,Drama,3/22/18
series,Breaking Bad,Season 2,4 Days Out,45,Drama,3/21/18
series,Breaking Bad,Season 2,Better Call Saul,45,Drama,3/21/18
series,Breaking Bad,Season 2,Negro y Azul,45,Drama,3/20/18
series,Breaking Bad,Season 2,Peekaboo,45,Drama,3/20/18
series,Designated Survivor,Season 2,The Final Frontier,42,Drama,3/20/18
series,Breaking Bad,Season 2,Breakage,45,Drama,3/18/18
series,Breaking Bad,Season 2,Down,45,Drama,3/18/18
series,Breaking Bad,Season 2,Bit by a Dead Bee,45,Drama,3/18/18
series,Breaking Bad,Season 2,Grilled,45,Drama,3/15/18
series,Breaking Bad,Season 2,Seven Thirty-Seven,45,Drama,3/14/18
series,Breaking Bad,Season 1,A No-Rough-Stuff-Type Deal,45,Drama,3/14/18
series,Breaking Bad,Season 1,Crazy Handful of Nothin',45,Drama,3/14/18
series,Breaking Bad,Season 1,Gray Matter,45,Drama,3/13/18
series,Breaking Bad,Season 1,Cancer Man,45,Drama,3/13/18
series,Breaking Bad,Season 1,And the Bag's in the River,45,Drama,3/13/18
series,Breaking Bad,Season 1,The Cat's in the Bag,45,Drama,3/13/18
series,Breaking Bad,Season 1,Pilot,45,Drama,3/13/18
series,Hitler's Circle of Evil,Season 1,Heroes & Misfits,52,Documentary,3/11/18
series,Designated Survivor,Season 2,Grief,42,Drama,3/10/18
series,Altered Carbon,Season 1,Rage in Heaven,50,Sci-Fi & Fantasy,3/8/18
series,Altered Carbon,Season 1,Clash by Night,50,Sci-Fi & Fantasy,3/8/18
series,Altered Carbon,Season 1,Nora Inu,50,Sci-Fi & Fantasy,3/6/18
series,Altered Carbon,Season 1,Man with My Face,50,Sci-Fi & Fantasy,3/6/18
